Magnetic Field (Oe),Temperature (K),Moment (emu),M (emu/g)
7416.30590820312,3.0045795,0.427267547251453,14.9394247290718
7581.05444335938,3.0012534,0.431470750153138,15.0863898654943
7646.20532226563,3.00083735,0.439528811516638,15.3681402628195
7761.47143554687,3.00160195,0.443466431057369,15.5058192677402
7881.39233398438,3.00224175,0.447437391350436,15.644664033232
8111.38696289063,3.0040877,0.455037527678099,15.9104030656678
8266.30908203125,3.0011396,0.458852076842515,16.0437789105774
8426.236328125,3.0035741,0.466231541419479,16.3018021475342
8586.35498046875,3.0043817,0.469724743268661,16.4239420723308
8661.57421875,3.0037346,0.476962063342118,16.6769952217524
8776.78466796875,3.0029831,0.480509558570157,16.8010335164391
8891.96728515625,3.0030874,0.483859599857998,16.9181678272027
9022.04833984375,3.00391265,0.487195857188319,17.0348201814098
9232.08056640625,3.003046,0.494045975539268,17.2743348090653
9296.90087890625,3.0017085,0.497355644006117,17.3900574827314
9421.9716796875,3.0014762,0.500423281337447,17.4973175292814
9552.1201171875,3.00289715,0.506923561356742,17.7246000474385
9682.31396484375,3.0021454,0.510165726128187,17.8379624520345
9896.61181640625,3.0014749,0.513312703276147,17.9479966180471
9966.6875,3.0020068,0.519212631002612,18.1542877972941
10086.9423828125,3.002538,0.522206764429315,18.2589777772488
10201.833984375,3.00190665,0.525176107543262,18.3628009630511
10406.9399414062,3.0017035,0.530827959451534,18.560418162641
10481.8032226562,3.0022975,0.53366813884309,18.6597251343738
10696.5991210938,3.0024513,0.539193987502985,18.8529366259785
10766.8452148438,3.0034652,0.541848188016477,18.945740839737
10882.0356445312,3.0026908,0.54455421502192,19.0403571685986
11086.6118164062,3.002303,0.547267175824034,19.1352159379033
11151.5517578125,3.0025029,0.552459297676979,19.3167586600342
11271.8110351562,3.00228215,0.555047095600459,19.4072411049112
11401.8779296875,3.0011709,0.557610906872635,19.4968848556865
11611.7309570312,3.0033906,0.562426719947356,19.6652699282292
11681.681640625,3.0030382,0.564858887232451,19.7503107423934
11921.689453125,3.0006833,0.569780919504957,19.9224097729006
11996.6665039062,3.00225875,0.572002917465817,20.0001020092943
12126.54296875,3.00226935,0.574325265240169,20.0813029804255
12251.3950195313,3.00191795,0.578851368091377,20.2395583248733
12366.2739257813,3.00229275,0.581112809007283,20.3186296855693
12571.4365234375,3.0030807,0.583351361426517,20.3969007491789
12636.2919921875,3.0028927,0.587637110147251,20.5467521030507
12841.5224609375,3.0030687,0.589717010069078,20.6194758765412
12981.7509765625,3.00377345,0.591765620124154,20.6911055987466
13051.5322265625,3.00263775,0.59600159382662,20.8392165673643
13176.623046875,3.00254585,0.598055271104274,20.9110234651844
13301.7822265625,3.00244785,0.599908221878788,20.9758119538038
13516.8461914062,3.0033262,0.603742189419978,21.1098667629363
13586.8481445313,3.00270795,0.605774518113977,21.1809272067824
13696.7333984375,3.0017453,0.607724610126227,21.2491122421758
13886.974609375,3.0044622,0.609534626434698,21.3123995256887
13951.6655273437,3.00355515,0.613219230824025,21.4412318469939
14071.7724609375,3.0025518,0.615020082991358,21.5041987059915
14181.9409179688,3.00296155,0.616818743247168,21.5670889247262
14296.6997070312,3.00324645,0.618624136587656,21.630214566002
14521.51953125,3.0039787,0.622023292906687,21.7490661855485
14671.6196289062,3.0019741,0.623798032427473,21.8111200149466
14741.4096679687,3.003371,0.627189437450721,21.9297006101651
14861.5615234375,3.0038905,0.628752415518713,21.984350192962
14971.759765625,3.00265835,0.630492455015898,22.0451907348216
